supplement_name,medication_name,severity,mechanism,evidence,recommendation
Supplement 442,Medication 50,low,Metabolism inhibition,A,Auto-generated interaction
Supplement 387,Medication 63,high,Unknown,B,Auto-generated interaction
Supplement 743,Medication 46,moderate,Absorption reduction,B,Auto-generated interaction
Supplement 649,Medication 135,severe,Additive effect,A,Auto-generated interaction
Supplement 485,Medication 134,high,Absorption reduction,B,Auto-generated interaction
Supplement 233,Medication 118,low,Metabolism inhibition,C,Auto-generated interaction
Supplement 930,Medication 86,severe,Absorption reduction,C,Auto-generated interaction
Supplement 91,Medication 12,high,Metabolism inhibition,A,Auto-generated interaction
Supplement 225,Medication 122,severe,Unknown,B,Auto-generated interaction
Supplement 50,Medication 30,high,Unknown,C,Auto-generated interaction
Supplement 167,Medication 138,high,Unknown,A,Auto-generated interaction
Supplement 91,Medication 106,high,Absorption reduction,B,Auto-generated interaction
Supplement 514,Medication 55,severe,Metabolism inhibition,A,Auto-generated interaction
Supplement 409,Medication 149,severe,Unknown,A,Auto-generated interaction
Supplement 282,Medication 26,high,Additive effect,A,Auto-generated interaction
Supplement 140,Medication 40,low,Absorption reduction,C,Auto-generated interaction
Supplement 22,Medication 122,low,Unknown,A,Auto-generated interaction
Supplement 148,Medication 49,severe,Absorption reduction,A,Auto-generated interaction
Supplement 147,Medication 136,severe,Absorption reduction,B,Auto-generated interaction
Supplement 10,Medication 114,low,Additive effect,C,Auto-generated interaction
Supplement 424,Medication 26,severe,Additive effect,B,Auto-generated interaction
Supplement 548,Medication 150,moderate,Unknown,B,Auto-generated interaction
Supplement 987,Medication 48,low,Metabolism inhibition,A,Auto-generated interaction
Supplement 658,Medication 104,moderate,Additive effect,A,Auto-generated interaction
Supplement 334,Medication 146,severe,Additive effect,C,Auto-generated interaction
Supplement 682,Medication 74,high,Unknown,A,Auto-generated interaction
Supplement 336,Medication 90,high,Absorption reduction,B,Auto-generated interaction
Supplement 900,Medication 108,high,Additive effect,B,Auto-generated interaction
Supplement 893,Medication 10,low,Additive effect,B,Auto-generated interaction
Supplement 171,Medication 133,high,Absorption reduction,C,Auto-generated interaction
Supplement 815,Medication 119,moderate,Additive effect,B,Auto-generated interaction
Supplement 713,Medication 81,moderate,Absorption reduction,A,Auto-generated interaction
Supplement 852,Medication 68,low,Unknown,B,Auto-generated interaction
Supplement 828,Medication 37,low,Absorption reduction,C,Auto-generated interaction
Supplement 681,Medication 9,low,Unknown,B,Auto-generated interaction
Supplement 799,Medication 86,moderate,Additive effect,A,Auto-generated interaction
Supplement 923,Medication 35,low,Unknown,B,Auto-generated interaction
Supplement 569,Medication 100,low,Metabolism inhibition,A,Auto-generated interaction
Supplement 133,Medication 14,high,Additive effect,A,Auto-generated interaction
Supplement 510,Medication 30,severe,Metabolism inhibition,A,Auto-generated interaction
Supplement 642,Medication 45,low,Absorption reduction,B,Auto-generated interaction
Supplement 158,Medication 19,moderate,Additive effect,C,Auto-generated interaction
Supplement 176,Medication 32,moderate,Metabolism inhibition,A,Auto-generated interaction
Supplement 418,Medication 121,moderate,Metabolism inhibition,A,Auto-generated interaction
Supplement 320,Medication 138,high,Absorption reduction,A,Auto-generated interaction
Supplement 692,Medication 108,moderate,Additive effect,A,Auto-generated interaction
Supplement 731,Medication 78,high,Absorption reduction,C,Auto-generated interaction
Supplement 179,Medication 67,moderate,Metabolism inhibition,B,Auto-generated interaction
Supplement 693,Medication 27,high,Additive effect,A,Auto-generated interaction
Supplement 100,Medication 102,low,Metabolism inhibition,C,Auto-generated interaction
Supplement 937,Medication 101,low,Metabolism inhibition,C,Auto-generated interaction
Supplement 549,Medication 105,low,Absorption reduction,B,Auto-generated interaction
Supplement 692,Medication 27,low,Unknown,A,Auto-generated interaction
Supplement 840,Medication 52,low,Additive effect,C,Auto-generated interaction
Supplement 433,Medication 93,severe,Absorption reduction,C,Auto-generated interaction
Supplement 960,Medication 142,severe,Metabolism inhibition,B,Auto-generated interaction
Supplement 783,Medication 73,low,Additive effect,C,Auto-generated interaction
Supplement 794,Medication 140,low,Absorption reduction,C,Auto-generated interaction
Supplement 744,Medication 3,low,Additive effect,C,Auto-generated interaction
Supplement 373,Medication 83,moderate,Unknown,C,Auto-generated interaction
Supplement 470,Medication 72,high,Metabolism inhibition,C,Auto-generated interaction
Supplement 948,Medication 23,severe,Unknown,C,Auto-generated interaction
Supplement 834,Medication 80,moderate,Unknown,C,Auto-generated interaction
Supplement 157,Medication 47,moderate,Absorption reduction,A,Auto-generated interaction
Supplement 295,Medication 124,moderate,Metabolism inhibition,A,Auto-generated interaction
Supplement 306,Medication 43,low,Absorption reduction,B,Auto-generated interaction
Supplement 927,Medication 76,high,Metabolism inhibition,B,Auto-generated interaction
Supplement 701,Medication 25,severe,Absorption reduction,C,Auto-generated interaction
Supplement 984,Medication 60,severe,Additive effect,B,Auto-generated interaction
Supplement 286,Medication 74,moderate,Absorption reduction,C,Auto-generated interaction
Supplement 220,Medication 30,high,Unknown,C,Auto-generated interaction
Supplement 990,Medication 62,low,Metabolism inhibition,C,Auto-generated interaction
Supplement 177,Medication 132,low,Metabolism inhibition,C,Auto-generated interaction
Supplement 602,Medication 125,severe,Absorption reduction,C,Auto-generated interaction
Supplement 883,Medication 47,low,Metabolism inhibition,C,Auto-generated interaction
Supplement 364,Medication 115,moderate,Unknown,C,Auto-generated interaction
Supplement 265,Medication 49,severe,Additive effect,B,Auto-generated interaction
Supplement 176,Medication 59,moderate,Metabolism inhibition,C,Auto-generated interaction
Supplement 193,Medication 96,severe,Additive effect,A,Auto-generated interaction
Supplement 191,Medication 84,low,Absorption reduction,A,Auto-generated interaction
Supplement 812,Medication 102,high,Additive effect,C,Auto-generated interaction
Supplement 899,Medication 139,severe,Additive effect,C,Auto-generated interaction
Supplement 979,Medication 18,low,Additive effect,C,Auto-generated interaction
Supplement 514,Medication 148,severe,Metabolism inhibition,C,Auto-generated interaction
Supplement 221,Medication 60,severe,Metabolism inhibition,A,Auto-generated interaction
Supplement 17,Medication 55,severe,Unknown,B,Auto-generated interaction
Supplement 307,Medication 111,severe,Metabolism inhibition,A,Auto-generated interaction
Supplement 101,Medication 6,high,Unknown,A,Auto-generated interaction
Supplement 623,Medication 8,high,Additive effect,C,Auto-generated interaction
Supplement 165,Medication 127,moderate,Absorption reduction,A,Auto-generated interaction
Supplement 43,Medication 14,low,Unknown,A,Auto-generated interaction
Supplement 94,Medication 41,moderate,Metabolism inhibition,B,Auto-generated interaction
Supplement 822,Medication 53,low,Metabolism inhibition,B,Auto-generated interaction
Supplement 278,Medication 4,low,Additive effect,C,Auto-generated interaction
Supplement 729,Medication 118,high,Absorption reduction,A,Auto-generated interaction
Supplement 374,Medication 74,severe,Absorption reduction,A,Auto-generated interaction
Supplement 443,Medication 123,severe,Additive effect,A,Auto-generated interaction
Supplement 762,Medication 135,high,Unknown,B,Auto-generated interaction
Supplement 118,Medication 78,moderate,Absorption reduction,C,Auto-generated interaction
Supplement 917,Medication 74,low,Unknown,C,Auto-generated interaction
Supplement 860,Medication 23,high,Unknown,B,Auto-generated interaction
Supplement 697,Medication 40,low,Absorption reduction,B,Auto-generated interaction
Supplement 652,Medication 136,high,Additive effect,B,Auto-generated interaction
Supplement 744,Medication 135,severe,Metabolism inhibition,C,Auto-generated interaction
Supplement 883,Medication 57,severe,Metabolism inhibition,B,Auto-generated interaction
Supplement 259,Medication 93,high,Unknown,A,Auto-generated interaction
Supplement 521,Medication 125,low,Unknown,B,Auto-generated interaction
Supplement 351,Medication 21,severe,Absorption reduction,B,Auto-generated interaction
Supplement 171,Medication 8,low,Unknown,A,Auto-generated interaction
Supplement 406,Medication 27,moderate,Absorption reduction,A,Auto-generated interaction
Supplement 840,Medication 89,severe,Additive effect,B,Auto-generated interaction
Supplement 520,Medication 53,low,Absorption reduction,C,Auto-generated interaction
Supplement 522,Medication 138,moderate,Metabolism inhibition,C,Auto-generated interaction
Supplement 37,Medication 140,severe,Additive effect,A,Auto-generated interaction
Supplement 562,Medication 72,severe,Additive effect,C,Auto-generated interaction
Supplement 485,Medication 50,severe,Additive effect,A,Auto-generated interaction
Supplement 289,Medication 82,severe,Unknown,C,Auto-generated interaction
Supplement 293,Medication 71,high,Metabolism inhibition,A,Auto-generated interaction
Supplement 475,Medication 81,low,Absorption reduction,C,Auto-generated interaction
Supplement 394,Medication 129,high,Metabolism inhibition,C,Auto-generated interaction
Supplement 474,Medication 23,high,Additive effect,B,Auto-generated interaction
Supplement 266,Medication 53,severe,Metabolism inhibition,A,Auto-generated interaction
Supplement 78,Medication 16,severe,Additive effect,B,Auto-generated interaction
Supplement 144,Medication 89,high,Metabolism inhibition,B,Auto-generated interaction
Supplement 959,Medication 13,high,Unknown,A,Auto-generated interaction
Supplement 19,Medication 79,low,Absorption reduction,B,Auto-generated interaction
Supplement 627,Medication 142,low,Unknown,B,Auto-generated interaction
Supplement 979,Medication 144,severe,Additive effect,A,Auto-generated interaction
Supplement 802,Medication 44,high,Metabolism inhibition,C,Auto-generated interaction
Supplement 231,Medication 106,low,Absorption reduction,A,Auto-generated interaction
Supplement 863,Medication 144,moderate,Unknown,B,Auto-generated interaction
Supplement 999,Medication 61,low,Additive effect,B,Auto-generated interaction
Supplement 434,Medication 150,severe,Unknown,A,Auto-generated interaction
Supplement 585,Medication 148,severe,Metabolism inhibition,A,Auto-generated interaction
Supplement 406,Medication 125,moderate,Additive effect,A,Auto-generated interaction
Supplement 641,Medication 50,severe,Metabolism inhibition,B,Auto-generated interaction
Supplement 120,Medication 41,high,Absorption reduction,B,Auto-generated interaction
Supplement 907,Medication 19,moderate,Absorption reduction,B,Auto-generated interaction
Supplement 410,Medication 8,high,Metabolism inhibition,C,Auto-generated interaction
Supplement 304,Medication 98,moderate,Metabolism inhibition,B,Auto-generated interaction
Supplement 344,Medication 6,high,Metabolism inhibition,A,Auto-generated interaction
Supplement 23,Medication 140,moderate,Absorption reduction,A,Auto-generated interaction
Supplement 708,Medication 63,severe,Absorption reduction,B,Auto-generated interaction
Supplement 296,Medication 31,severe,Absorption reduction,A,Auto-generated interaction
Supplement 887,Medication 31,moderate,Unknown,A,Auto-generated interaction
Supplement 173,Medication 31,low,Absorption reduction,C,Auto-generated interaction
Supplement 668,Medication 102,low,Absorption reduction,C,Auto-generated interaction
Supplement 43,Medication 64,severe,Absorption reduction,A,Auto-generated interaction
Supplement 750,Medication 69,high,Additive effect,A,Auto-generated interaction
Supplement 586,Medication 105,severe,Absorption reduction,B,Auto-generated interaction
Supplement 995,Medication 83,severe,Absorption reduction,A,Auto-generated interaction
Supplement 683,Medication 41,severe,Absorption reduction,A,Auto-generated interaction
Supplement 523,Medication 61,severe,Absorption reduction,A,Auto-generated interaction
Supplement 642,Medication 68,severe,Metabolism inhibition,C,Auto-generated interaction
Supplement 37,Medication 72,moderate,Absorption reduction,B,Auto-generated interaction
